,idx,title,author,ban_info
800,801,The Porcupine of Truth,"Konigsberg, Bill","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
801,802,"Iguales, pero diferentes (Same, Same But Different)","Kostecki-Shaw, Jenny Sue","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
802,803,"Same, Same But Different","Kostecki-Shaw, Jenny Sue","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
803,804,Harvesting Hope: The Story of Cesar Chavez,"Krull, Kathleen","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
804,805,Sonia Sotomayor (Women Who Broke the Rules Series),"Krull, Kathleen","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
805,806,Starstruck: The Cosmic Journey of Neil Degrasse Tyson,"Krull, Kathleen","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
806,807,What Was the March on Washington? (What was...? Series),"Krull, Kathleen","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
807,808,Hank's Big Day: The Story of a Bug,"Kuhlman, Evan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
808,809,Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan","Banned in Libraries and Classrooms, Arkansas, Siloam Springs School District, January 2022, Formal Challenge; Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Georgia, Cherokee County School District, February 2022, Formal Challenge; Banned Pending Investigation, New York, Yorktown Central School District, January 2022, Formal Challenge; Banned Pending Investigation, Texas, Birdville Independent School District, October 2021, Formal Challenge; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; Banned Pending Investigation, Texas, Klein Independent School District, November 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; Banned Pending Investigation, Texas, Waller Independent School District, November 2021, Administrator; Banned Pending Investigation, Utah, Canyons School District, October 2021, Administrator; Banned Pending Investigation, Virginia, Virginia Beach City Public Schools, October 2021, Administrator; "
809,810,Lost and Found Cat : The True Story of Kunkush's Incredible Journey,"Kuntz, Doug","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
810,811,The Purim Superhero,"Kushner, Elisabeth","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
811,812,El color de la piel,"La Grotteria, Coni","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
812,813,Be Dazzled,"La Sala, Ryan","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
813,814,Reverie,"La Sala, Ryan","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
814,815,Who Was Maya Angelou? (Who was...? Series),"Labrecque, Ellen","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
815,816,Everything Leads to You,"LaCour, Nina","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
816,817,We Are Okay,"LaCour, Nina","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
817,818,You Know Me Well,"LaCour, Nina","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
818,819,The Dreamkeepers: Successful Teachers of African American Children,"Ladson-Billings, Gloria","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
819,820,¡Vámonos! Let's Go!,"Lainez, Rene Colato","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
820,821,A Little Piece of Ground,"Laird, Elizabeth","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
821,822,Date Violence (Life Balance),"Landau, Elaine","Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; "
822,823,Taking Responsibility: A Teen's Guide to Contraception and Pregnancy,"Lange, Donna","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
823,824,The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,"Langford, Jo","Banned in Libraries and Classrooms, Tennessee, Collierville Schools, February 2022, Administrator; "
824,825,The Ultimate Guys' Body Book: Not-So-Stupid Questions About Your Body,"Larimore, Walter","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
825,826,Dash (Dogs of World War II Series),"Larson, Kirby","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
826,827,25 Women Who Dared to Go,"Lassieur, Allison","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
827,828,"Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship","Latham, Irene","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
828,829,Autoboyography,"Lauren, Christina","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
829,830,Beautiful Bastard (Beautiful Bastard Series),"Lauren, Christina","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
830,831,Running the Road to ABC,"Lauture, Denize","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
831,832,Trail of Crumbs,"Lawrence, Lisa J.","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
832,833,"Rainbow Revolutions: Power, Pride and Protest in the Fight for Queer Rights","Lawson, Jamie","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
833,834,All We Can Do Is Wait,"Lawson, Richard","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
834,835,Heavy: An American Memoir,"Laymon, Kiese","Banned Pending Investigation, Kansas, Goddard Public Schools, November 2021, Administrator; Banned Pending Investigation, Missouri, Wentzville School District, October 2021, Formal Challenge; "
835,836,Drawn Together,"Le, Minh","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
836,837,My Book of Life by Angel,"Leavitt, Martine","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; "
837,838,Absolute Brightness,"Lecesne, Celeste","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
838,839,To Kill a Mockingbird,"Lee, Harper","Banned in Classrooms, North Carolina, Pitt County Schools, November 2021, Administrator; Banned in Libraries and Classrooms, Oklahoma, Edmond Public Schools, October 2021, Administrator; "
839,840,I'll Be the One,"Lee, Lyla","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
840,841,Mindy Kim and the Big Pizza Challenge (Mindy Kim Series),"Lee, Lyla","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
841,842,Mindy Kim and the Birthday Puppy (Mindy Kim Series),"Lee, Lyla","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
842,843,Mindy Kim and the Fairy-Tale Wedding (Mindy Kim Series),"Lee, Lyla","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
843,844,Mindy Kim and the Lunar New Year Parade (Mindy Kim Series),"Lee, Lyla","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
844,845,Mindy Kim and the Trip to Korea (Mindy Kim Series),"Lee, Lyla","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
845,846,Mindy Kim and the Yummy Seaweed Business (Mindy Kim Series),"Lee, Lyla","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
846,847,"Mindy Kim, Class President (Mindy Kim Series)","Lee, Lyla","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
847,848,The Gentleman's Guide to Vice and Virtue (Montague Siblings Series),"Lee, Mackenzi","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
848,849,The Lady's Guide to Petticoats and Piracy (Montague Siblings Series),"Lee, Mackenzi","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
849,850,The Downstairs Girl,"Lee, Stacey","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
850,851,When Spring Comes to the DMZ,"Lee, Uk-Bae","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
851,852,A Lesson in Vengeance,"Lee, Victoria","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
852,853,The Electric Heir (Feverwake Series),"Lee, Victoria","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
853,854,The Fever King (Feverwake Series),"Lee, Victoria","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
854,855,Celebrate Your Body 2: The Ultimate Puberty Book for Preteen and Teen Girls,"Leff, Carrie","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
855,856,Rape On Campus,"Leone, Bruno","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; "
856,857,Gender Issues and Sexuality: Essential Primary Sources,"Lerner, K. Lee","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
857,858,Henry's Freedom Box: A True Story from the Underground Railroad,"Levine, Ellen","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
858,859,19 Love Songs,"Levithan, David","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
859,860,Another Day (Every Day Series),"Levithan, David","Banned in Libraries, North Carolina, Iredell-Statesville School District, February 2022, Administrator; "
860,861,Every Day (Every Day Series),"Levithan, David","Banned in Libraries, Indiana, Middlebury Community Schools, December 2021, Administrator; "
861,862,"Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)","Levithan, David","Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
862,863,Love Is the Higher Law,"Levithan, David","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
863,864,The Realm of Possibility,"Levithan, David","Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; "
864,865,Two Boys Kissing,"Levithan, David","Banned in Libraries, Florida, Polk County Public Schools, January 2022, Administrator; Banned in Libraries and Classrooms, Florida, St. Lucie Public Schools, December 2021, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Libraries, Georgia, Forsyth County Schools, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
865,866,Wide Awake,"Levithan, David","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
866,867,The Family Fletcher Takes Rock Island (Family Fletcher Series),"Levy, Dana Alison","Banned in Libraries and Classrooms, Florida, Jackson County School District, April 2022, Administrator; Banned in Libraries, Florida, Lee County Schools, May 2022, Administrator; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
867,868,The Misadventures of the Family Fletcher (Family Fletcher Series),"Levy, Dana Alison","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
868,869,Gravity,"Lieberman, Leanne","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; "
869,870,Gender Identity: The Search for Self,"Light, Kate","Banned Pending Investigation, Texas, Klein Independent School District, December 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
870,871,"Girl, (Nearly) 16: Absolute Torture","Limb, Sue","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
871,872,A Big Mooncake for Little Star,"Lin, Grace","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
872,873,Dim Sum for Everyone!,"Lin, Grace","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
873,874,Starry River of the Sky,"Lin, Grace","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
874,875,Draw the Line,"Linn, Laurent","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
875,876,The Lucky List,"Lippincott, Rachael","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
876,877,A Line in the Dark,"Lo, Malinda","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
877,878,Ash,"Lo, Malinda","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, Klein Independent School District, December 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
878,879,Last Night at the Telegraph Club,"Lo, Malinda","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
879,880,Fly on the Wall: How One Girl Saw Everything,"lockhart, e","Banned in Libraries and Classrooms, Florida, Lee County Schools, March 2022, Administrator; Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Florida, Santa Rosa County District Schools, April 2022, Administrator; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
880,881,"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","lockhart, e","Banned in Libraries and Classrooms, Florida, Lee County Schools, March 2022, Administrator; Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries, Florida, Polk County Public Schools, January 2022, Administrator; Banned Pending Investigation, Florida, St. Lucie Public Schools, February 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; "
881,882,For Black Girls Like Me,"Lockington, Mariama J.","Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
882,883,Black Wings Beating (Skybound Series),"London, Alex","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
883,884,Gold Wings Rising (Skybound Series),"London, Alex","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
884,885,Guardian (Proxy Series),"London, Alex","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
885,886,Proxy (Proxy Series),"London, Alex","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
886,887,The Dateable Rules: A Guide to the Sexes,"Lookadoo, Justin","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; "
887,888,A Handful of Stars,"Lord, Cynthia","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
888,889,Sister Outsider: Essays and Speeches,"Lorde, Audre","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
889,890,A Long Pitch Home,"Lorenzi, Natalie Dias","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
890,891,Flying the Dragon,"Lorenzi, Natalie Dias","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
891,892,We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,"Love, Bettina L.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
892,893,Julián at the Wedding (Julián Series),"Love, Jessica","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
893,894,Julián Is a Mermaid (Julián Series),"Love, Jessica","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
894,895,Encounter,"Luby, Brittany","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
895,896,"Thanks a Lot, Universe","Lucas, Chad","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
896,897,The Power of One: Every Act of Kindness Counts,"Ludwig, Trudy","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
897,898,Daughters Unto Devils,"Lukavics, Amy","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
898,899,In Deeper Waters,"Lukens, F. T.","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
899,900,Call Me Max (Max and Friends Series),"Lukoff, Kyle","Banned in Libraries and Classrooms, Florida, Palm Beach County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Indiana, Carmel Clay Schools, July 2021, Administrator; "
900,901,When Aidan Became A Brother,"Lukoff, Kyle","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Libraries and Classrooms, Virginia, Roanoke County Public Schools, January 2022, Formal Challenge; "
901,902,The Gift of Ramadan,"Lumbard, Rabiah York","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
902,903,"Reparations, Yes!: The Legal And Political Reasons Why New Afrikans, Black People In North America, Should Be Paid Now For The Enslavement Of Our Ancestors","Lumumba, Chokwe","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
903,904,The Best Laid Plans,"Lund, Cameron","Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; "
904,905,Ship It,"Lundin, Britta","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
905,906,The Less-dead,"Lurie, April","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
906,907,"Black Appetite. White Food.: Issues of Race, Voice, and Justice Within and Beyond the Classroom","Lyiscott, Jamila","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
907,908,Sonny's House of Spies,"Lyon, George Ella","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
908,909,Going Down Home with Daddy,"Lyons, Kelly Starling","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
909,910,"Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations","Lyons, Kelly Starling","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
910,911,Heiress Apparently (Daughters of the Dynasty Series),"Ma, Diana","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
911,912,A Court of Frost and Starlight (A Court of Thorns and Roses Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; Banned in Libraries, Florida, St. Johns County School District, May 2022, Formal Challenge; Banned in Classrooms, Oklahoma, Bristow Public Schools, October 2021, Administrator; "
912,913,A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, March 2022, Administrator; Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Florida, Jackson County School District, April 2022, Administrator; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Idaho, Nampa School District, May 2022, Administrator; Banned in Libraries, Tennessee, Wilson County School District, May 2022, Other; Banned in Libraries and Classrooms, Texas, Katy Independent School District, January 2022, Administrator; "
913,914,A ​Court of Silver Flames (A Court of Thorns and Roses Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; Banned in Libraries and Classrooms, Florida, Hernando School District, November 2021, Administrator; "
914,915,A Court of Thorns and Roses (A Court of Thorns and Roses Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; Banned in Libraries, Texas, Katy Independent School District, October 2021, Administrator; "
915,916,A Court of Wings and Ruin (A Court of Thorns and Roses Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; "
916,917,Empire of Storms (Throne of Glass Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; "
917,918,House of Earth and Blood (Crescent City Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; "
918,919,House of Sky and Breath (Crescent City Series),"Maas, Sarah J.","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; "
919,920,10 Things I Can See from Here,"Mac, Carrie","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
920,921,Charmed,"Mac, Carrie","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; "
921,922,Crush,"Mac, Carrie","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
922,923,The Way Back,"Mac, Carrie","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
923,924,And Still the Turtle Watched,"MacGill-Callahan, Sheila","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
924,925,In the Dream House,"Machado, Carmen Maria","Banned in Classrooms, Texas, Leander Independent School District, September 2021, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
925,926,It Began with a Page: How Gyo Fujikawa Drew the Way,"Maclear, Kyo","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
926,927,Our Skin: A First Conversation About Race,"Madison, Megan","Banned in Libraries, New Jersey, Westfield Public Schools, September 2021, Formal Challenge; "
927,928,Unravel Me (Shatter Me Series),"Mafi, Tahereh","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
928,929,When Angels Sing: The Story of Rock Legend Carlos Santana,"Mahin, Michael James","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
929,930,Fry Bread: A Native American Family Story,"Maillard, Kevin Noble","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
930,931,Identity: A Story of Transitioning,"Maison, Corey","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
931,932,Strange Fruit: Why Both Sides Are Wrong in the Race Debate,"Malik, Kenan","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; "
932,933,Encyclopedia of Sex & Gender: 4 Volume Set,"Malti-Douglas, Fedwa","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
933,934,My Life as a Diamond,"Manzer, Jenny","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
934,935,Teens & Sex,"Marcovitz, Hal","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
935,936,The ABC's of LGBT+,"Mardell, Ashley","Banned in Libraries and Classrooms, Tennessee, Collierville Schools, February 2022, Administrator; "
936,937,Losing the Girl: Book 1 (Life on Earth),MariNaomi,"Banned in Libraries and Classrooms, Texas, Katy Independent School District, November 2021, Administrator; "
937,938,"Get Up, Stand Up","Marley, Bob","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
938,939,Blue Is the Warmest Color,"Maroh, Julie","Banned in Libraries and Classrooms, Texas, Frisco Independent School District, April 2022, Administrator; "
939,940,"Squeak, Rumble, Whomp! Whomp! Whomp!: A Sonic Adventure","Marsalis, Wynton","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
940,941,The Gold-Threaded Dress,"Marsden, Carolyn","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
941,942,The Girls Are Never Gone,"Marsh, Sarah Glenn","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
942,943,Knots on a Counting Rope,"Martin Jr., Bill","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
943,944,Boy-Crazy Stacey (The Baby-Sitters Club Series),"Martin, Ann M.","Banned in Libraries, Missouri, Fox C-6 School District, May 2022, Formal Challenge; "
944,945,The Rough-Face Girl,"Martin, Rafe","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
945,946,Alma and How She Got Her Name,"Martinez-Neal, Juana","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
946,947,Here the Whole Time,"Martins, Vitor","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
947,948,Did I Mention I Need You? (DIMILY Series),"Maskame, Estelle","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
948,949,The Truth About Alice: A Novel,"Mathieu, Jennifer","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Florida, Jackson County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Florida, Lee County Schools, March 2022, Administrator; Banned Pending Investigation, Florida, Santa Rosa County District Schools, April 2022, Administrator; Banned in Libraries, Florida, St. Lucie Public Schools, January 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
949,950,How Beautiful We Were,"Mbue, Imbolo","Banned in Libraries and Classrooms, South Dakota, Rapid City Area Schools, April 2022, Administrator; "
950,951,Blood Sport,"McAdam, Tash","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
951,952,"Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality","McBride, Sarah","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
952,953,Sloppy Firsts (Jessica Darling Series),"McCafferty, Megan","Banned in Libraries and Classrooms, Florida, Jackson County School District, April 2022, Administrator; Banned in Libraries, Florida, Lee County Schools, May 2022, Administrator; Banned in Libraries and Classrooms, Florida, St. Lucie Public Schools, January 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
953,954,Masked,"McClintock, Norah","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
954,955,Sold,"McCormick, Patricia","Banned Pending Investigation, Florida, Brevard Public Schools, March 2022, Administrator; Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Florida, Sarasota County School, May 2022, Administrator; Banned in Libraries, Florida, St. Johns County School District, May 2022, Formal Challenge; Banned in Libraries and Classrooms, Idaho, Nampa School District, May 2022, Administrator; Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; "
955,956,The Teenage Body Book,"McCoy, Kathy","Banned in Libraries, Texas, Cypress-Fairbanks Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
956,957,Indestructible Object,"McCoy, Mary","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
957,958,Blood Water Paint,"McCullough, Joy","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
958,959,Hands Up!,"McDaniel, Breanna J.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
959,960,What Was the Underground Railroad? (What was...? Series),"McDonough, Yona Zeldis","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
960,961,Synchro Boy,"McFerran, Shannon","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
961,962,Come with Me,"McGhee, Holly M.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
962,963,Heroine,"McGinnis, Mindy","Banned Pending Investigation, Missouri, Rockwood School District, October 2021, Formal Challenge; "
963,964,Every Heart a Doorway (Seanan McGuire Series),"McGuire, Seanan","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
