,idx,title,author,ban_info
1518,1519,As Fast as Words Could Fly,"Tuck, Pamela M.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1519,1520,Hachiko: The True Story of a Loyal Dog,"Turner, Pamela S.","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1520,1521,A Day in the Life of Marlon Bundo,"Twiss, Jill","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
1521,1522,The Skin You Live In,"Tyler, Michael","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1522,1523,Who I Was with Her,"Tyndall, Nita","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1523,1524,The Bracelet,"Uchida,Yoshiko","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1524,1525,A Storm Called Katrina,"Uhlberg, Myron","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1525,1526,"Dad, Jackie, and Me","Uhlberg, Myron","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1526,1527,"#Hockey (Check, Please! Series)","Ukazu, Ngozi","Banned in Libraries and Classrooms, Georgia, Forsyth County Schools, December 2021, Formal Challenge; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned in Libraries and Classrooms, Texas, Prosper Independent School District, March 2022, Administrator; "
1527,1528,"Sticks & Scones (Check, Please! Series)","Ukazu, Ngozi","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1528,1529,Beyond the Gender Binary,"Vaid-Menon, Alok","Banned in Libraries and Classrooms, Tennessee, Collierville Schools, February 2022, Administrator; "
1529,1530,Hello Now,"Valentine, Jenny","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1530,1531,Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring,"Valenzuela, Angela","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1531,1532,Peanut Goes for the Gold,"Van Ness, Jonathan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1532,1533,"Date Me, Bryson Keller","van Whye, Kevin","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1533,1534,Totem Tale,"Vanasse, Deb","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1534,1535,"Alison, Who Went Away","Vande Velde, Vivian","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1535,1536,Crier's War (Crier's War Series),"Varela, Nina","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1536,1537,Iron Heart (Crier's War Series),"Varela, Nina","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1537,1538,"Saga, Volume 1 (Saga Series)","Vaughan, Brian K.","Banned in Libraries, Illinois, Lake Forest Schools, December 2021, Formal Challenge; "
1538,1539,Y: The Last Man,"Vaughan, Brian K.","Banned in Classrooms, Texas, Leander Independent School District, September 2021, Administrator; "
1539,1540,Looking for Bongo,"Velásquez, Eric","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1540,1541,Kiss Number 8,"Venable, Colleen A. F.","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1541,1542,Faith Ringgold (Getting to Know the World's Greatest Artists),"Venezia, Mike","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1542,1543,I Am Human: A Book of Empathy (I Am... Series),"Verde, Susan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1543,1544,And She Was,"Verdi, Jessica","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1544,1545,Follow Your Arrow,"Verdi, Jessica","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; "
1545,1546,This Golden Flame,"Victoria, Emily","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1546,1547,Fifteen Hundred Miles from the Sun,"Villa, Jonny Garza","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1547,1548,The Grief Keeper,"Villasante, Alexandra","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1548,1549,Black and White,"Volponi, Paul","Banned Pending Investigation, New Jersey, Lower Township Elementary School District, February 2022, Formal Challenge; "
1549,1550,Crossing Lines,"Volponi, Paul","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1550,1551,Gossip Girl: A Novel by Cecily von Ziegesar (Gossip Girl Series),"von Ziegesar, Cecily","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
1551,1552,Slaughterhouse-Five,"Vonnegut Jr., Kurt","Banned Pending Investigation, Florida, Brevard Public Schools, May 2022, Administrator; Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; "
1552,1553,Condoleezza Rice: Being the Best (Gateway Biographies),"Wade, Mary Dodson","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1553,1554,Dreadnought (H.I.V.E. Series),"Walden, Mark","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1554,1555,On a Sunbeam (On a Sunbeam Series),"Walden, Tillie","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1555,1556,Spinning,"Walden, Tillie","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1556,1557,Beyond Theory: A Blueprint to Implement African-Centered Education,"Walker, Abena","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1557,1558,Our Favorite African Adrinkra Symbols: A Coloring Book,"Walker, Abena","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1558,1559,The Color Purple,"Walker, Alice","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; "
1559,1560,Dishes,"Wallace, Rich","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; "
1560,1561,Ada Byron Lovelace and the Thinking Machine,"Wallmark, Laurie","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1561,1562,Grace Hopper: Queen of Computer Code,"Wallmark, Laurie","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1562,1563,The Glass Castle,"Walls, Jeannette","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; Banned in Libraries, Missouri, Nixa Public Schools, February 2022, Formal Challenge; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; Banned in Libraries, Wisconsin, School District of Waukesha, December 2021, Administrator; "
1563,1564,If We Were Us,"Walther, K. L.","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1564,1565,Introducing Teddy,"Walton, Jessica","Banned Pending Investigation, Indiana, Carmel Clay Schools, July 2021, Administrator; "
1565,1566,Empty,"Walton, K. M.","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
1566,1567,The Prince and the Dressmaker,"Wang, Jen","Banned in Libraries and Classrooms, Idaho, Nampa School District, May 2022, Administrator; "
1567,1568,Salvage the Bones (Bois Sauvage Series),"Ward, Jesmyn","Banned Pending Investigation, Texas, Katy Independent School District, January 2022, Administrator; "
1568,1569,Aesop Lake,"Ward, Sarah","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1569,1570,Other Words for Home,"Warga, Jasmine","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1570,1571,The Shape of Thunder,"Warga, Jasmine","Banned in Classrooms, North Carolina, Wilkes County School District, June 2022, Administrator; "
1571,1572,Ghost Wood Song,"Waters, Erica","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1572,1573,Harlem's Little Blackbird: The Story of Florence Mills,"Watson, Renée","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1573,1574,Piecing Me Together,"Watson, Renée","Banned in Libraries, Mississippi, Madison County Schools, April 2022, Administrator; "
1574,1575,Before John Was a Jazz Giant: A Song of John Coltrane,"Weatherford, Carole Boston","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1575,1576,Freedom in Congo Square,"Weatherford, Carole Boston","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1576,1577,Gordon Parks: How the Photographer Captured Black and White America,"Weatherford, Carole Boston","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1577,1578,Suicide Notes From Beautiful Girls,"Weingarten, Lynn","Banned in Classrooms, Oklahoma, Bristow Public Schools, October 2021, Administrator; "
